num_col,flux,volume,modele,ss_quart,commune,coord_x,coord_y,adresse,filling_level,hour_filling
Ve_0018,Verre,4,Enterré,Pas du Loup,MONTPELLIER,768821.9454,6277005.1062,387 AV DU MONDIAL DE RUGBY 2007,,
TS_0281,Tri sélectif,3,Aérien,Alco,MONTPELLIER,767429.557,6280021.9508,3 RUE DES NIVEOLES,,
V_0633,Verre,3,Aérien,Sans objet hors Montpellier,CLAPIERS,772323.7398,6283975.8326,10 ALL YVES STOURDZE,,
V_0773,Verre,3,Aérien,Gares,MONTPELLIER,771011.4168,6278850.1398,3 RUE PAGEZY,,
TS_0831,Tri sélectif,3,Aérien,Celleneuve,MONTPELLIER,766858.623,6279862.9138,17 RTE DE LODEVE,,
TS_0820,Tri sélectif,3,Aérien,Alco,MONTPELLIER,767413.4507,6279547.7289,362 R DES ESCARCELIERS,,
Ve_0065,Verre,3,Enterré,Les Beaux-Arts,MONTPELLIER,771107.7039,6279803.4346,24 R DU PILA SAINT GELY,,
V_0304,Verre,3,Aérien,Croix d'Argent,MONTPELLIER,769763.3702,6277672.8671,162 R GEORGES BRASSENS,15.77777778,20260213132003
TS_0061,Tri sélectif,3,Aérien,Aiguelongue,MONTPELLIER,770333.5227,6281635.0773,136 R DE L AIGUELONGUE,,
V_1075,Verre,3,Aérien,Les Cévennes,MONTPELLIER,768844.5431,6279558.556,7 R DES CORONILLES,99.33333333,20260213132003
TS_0885,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768371.7816,6282254.2097,75 R DE LA CARDONILLE,,
V_0448,Verre,3,Aérien,Lemasson,MONTPELLIER,770547.4345,6277351.7076,10 R DES FOURBISSEURS,13.55555556,20260213132003
V_0835,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,775172.0746,6276671.0067,21 R MARCEL CARNE,7.55555556,20260213132003
TS_0244,Tri sélectif,4,Aérien,Sans objet hors Montpellier,CASTRIES,778503.1539,6286641.2862,390 RUE DE LA BANDIDO,,
TSe_9032,Tri sélectif,4,Enterré,Croix d'Argent,MONTPELLIER,769477.7325,6276321.5868,140 AV DE LA REGLISSE,,
TS_0808,Tri sélectif,3,Aérien,Aiguerelles,MONTPELLIER,771902.5913,6278582.8064,163 R DU MOULIN DES SEPT CANS,,
V_0201,Verre,3,Aérien,Les Hauts de Massane,MONTPELLIER,766317.011,6282556.0339,23 R JAUFRE RUDEL,14.88888889,20260213132003
OM_0141,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,COURNONTERRAL,759810.6878,6271202.7476,0 NR NR,,
BD_0040,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,MURVIEL-LES-MONTPELLIER,759339.9281,6278744.7951,13 R DES PLATANES,,
TS_0958,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,,,21 RUE DES PLANETES,,
V_0739,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,762696.9216,6279237.8832,6 R DU VALLON,36.88888889,20260213132003
V_0012,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,766972.7704,6282408.0297,101 R ROBERT KOCH,99.22222222,20260213132003
V_0653,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,767637.6246,6269807.853,9001 DOM DE LA MAGDELEINE,97.33333333,20260213132003
BD_0103,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,LE CRES,775169.6927,6284022.0594,1 RUE RAIMOND ROGER TRENCAVEL,,
V_0403,Verre,3,Aérien,Boutonnet,MONTPELLIER,770722.1851,6280560.3148,4 R SAINT VINCENT DE PAUL,80.33333333,20260213132003
BD_0270,Biodéchets,"0,24",Abri_bac,Port Marianne,MONTPELLIER,772193.3324,6278719.7094,56 boulevard des Consuls de Mer,,
V_0456,Verre,3,Aérien,Lemasson,MONTPELLIER,770241.6206,6277501.2846,239 R DE L ECOLE REPUBLICAINE,8.11111111,20260213132003
V_0701,Verre,3,Aérien,Port Marianne,MONTPELLIER,773199.12,6279395.6881,111 R LEONARD DE VINCI,32,20260213132003
TS_0294,Tri sélectif,4,Aérien,Sans objet hors Montpellier,FABREGUES,764177.9684,6273539.0192,14 AVENUE CHARLES DE GAULLE,,
TSe_0001,Tri sélectif,5,Enterré,Sans objet - Hors Montpellier,CLAPIERS,771472.638,6284640.8946,3 PL MAX LEENHARDT,,
OMe_0074,Ordures ménagères,4,Enterré,Sans objet - Hors Montpellier,LE CRES,775441.8591,6284537.5808,CHEMIN DU NAVITAU,,
TS_0381,Tri sélectif,3,Aérien,Sans objet hors Montpellier,FABREGUES,763425.3669,6273376.5414,1 R VIALA,,
TS_0112,Tri sélectif,3,Aérien,Les Beaux-Arts,MONTPELLIER,770872.2139,6280972.0159,1 ALL DES MURIERS,,
V_0867,Verre,3,Aérien,Sans objet hors Montpellier,LAVERUNE,765510.7593,6276706.23,9 R JEAN MOULIN,22.11111111,20260213132003
TS_0070,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767603.7853,6282735.7504,701 R DE LA CROIX DE LAVIT,,
OM_0110,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,LATTES,771057.5334,6275803.8116,0 NR NR,,
TS_0103,Tri sélectif,3,Aérien,Gambetta,MONTPELLIER,770666.2977,6278632.864,1 AV DE MAURIN,,
BD_0376,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,Rue Bramante croisement avenue léonard de vinci,,
V_0290,Verre,3,Aérien,Les Cévennes,MONTPELLIER,768403.585,6280014.75,18 R MICHEL ANGE,94.55555556,20260213132003
V_0131,Verre,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,764297.3734,6280335.1399,9999 AV DU PERRET,39.22222222,20260213132003
OMe_0126,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,JUVIGNAC,763592.5726,6280558.7263,2 R DES CAJUNS,,
BD_0476,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,20 impasse jacquard,,
Ve_0045,Verre,3,Enterré,Centre Historique,MONTPELLIER,770546.627,6279327.1421,13 R DU SAINT SEPULCRE,,
BD_0452,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,2 chemin des sapins,,
TSe_0056,Tri sélectif,5,Enterré,Hôpitaux-Facultés,MONTPELLIER,768044.9017,6283011.958,1027 R DE LA CROIX VERTE,,
TS_0623,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767092.948,6281887.2096,128 AV AGLAE ADANSON,,
TS_0256,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,,,173 RUE THEOPHRASTE RENAUDOT,,
V_0106,Verre,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,764305.7078,6280336.7274,9999 AV DU PERRET,29,20260213132003
V_0686,Verre,3,Aérien,Sans objet hors Montpellier,MONTFERRIER-SUR-LEZ,769913.1276,6283975.2678,2231 BD DE LA LIRONDE,29.66666667,20260213132003
Ve_0121,Verre,3,Enterré,Port Marianne,MONTPELLIER,,,1211 AVENUE DE BOIRARGUES,,
TSe_0125,Tri sélectif,5,Enterré,Sans objet - Hors Montpellier,JACOU,773644.4757,6285041.0712,ALLEE DE LA CR HAUTE,,
V_0790,Verre,3,Aérien,Sans objet hors Montpellier,BAILLARGUES,780531.4304,6284230.376,5 R FRANCOIS PERROUX,,
V_0451,Verre,3,Aérien,Lemasson,MONTPELLIER,770731.3788,6277687.0034,1171 AV DE MAURIN,67.33333333,20260213132003
V_0961,Verre,3,Aérien,Lemasson,MONTPELLIER,770464.09,6277934.7235,32 R SAINT CLEOPHAS,67,20260213132003
BD_0045,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,COURNONTERRAL,758661.5667,6273256.6582,1 R DES ASPHODELES,,
BD_0343,Biodéchets,0.24,Abri_bac,Aiguelongue,MONTPELLIER,,,31 Rue des Impressionnistes,,
TS_0132,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,772534.7087,6278442.5386,220 AV MARIE DE MONTPELLIER,,
OMe_0174,Ordures ménagères,5,Enterré,Millénaire,MONTPELLIER,,,405 RUE DU MAS DE BROUSSE,,
BD_0473,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,516 chemin des pins,,
BD_0317,Biodéchets,0.24,Abri_bac,Boutonnet,MONTPELLIER,,,71 Rue du Professeur Henri Serre,,
BD_0305,Biodéchets,0.24,Abri_bac,Boutonnet,MONTPELLIER,,,Avenue du Professeur Grasset ( fontaine ),,
V_0066,Verre,3,Aérien,Sans objet hors Montpellier,CLAPIERS,771653.3196,6283534.2937,2 R DES SOPHORAS,,
TS_0802,Tri sélectif,3,Aérien,Millénaire,MONTPELLIER,773259.7559,6279552.2903,90 R EDOUARD VILLALONGA,,
TS_0232,Tri sélectif,3,Aérien,Les Beaux-Arts,MONTPELLIER,771164.1731,6280066.7849,1 R JULES GREVY,,
V_1071,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,772231.3105,6275267.0605,9143 SAINT PIERRE,99.33333333,20260213132003
TS_0118,Tri sélectif,3,Aérien,Antigone,MONTPELLIER,771820.3958,6278903.6806,55 AV DU PONT JUVENAL,,
TS_0674,Tri sélectif,4,Aérien,Sans objet - Hors Montpellier,LATTES,,,0 NR NR,,
V_0661,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,769701.844,6270455.7034,38 R DES CORMORANS,41.22222222,20260213132003
V_0332,Verre,3,Aérien,Alco,MONTPELLIER,768573.5317,6280963.4942,521 R DES EUCALYPTUS,,
TS_0304,Tri sélectif,3,Aérien,Sans objet - Hors Montpellier,COURNONTERRAL,769942.7307,6286616.5196,RTE DE MENDES (POLE PROPRETE),,
BD_0455,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,500 chemin des mendrous,,
V_0169,Verre,3,Aérien,Sans objet hors Montpellier,LAVERUNE,765105.2477,6277865.2402,5009 CHT DE L ENGARRAN,65.88888889,20260213132003
BD_0412,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,GRABELS,,,91 Rue Félix Trombe,,
OM_0097,Ordures ménagères,4,Aérien,Plan des 4 Seigneurs,MONTPELLIER,775630.5888,6275627.6207,264 RUE DE LA FOND FROIDE,,
V_0575,Verre,3,Aérien,Sans objet hors Montpellier,PIGNAN,761969.9634,6276909.986,1 R DES FRESIAS,,
Ve_0153,Verre,3,Enterré,Sans objet hors Montpellier,SAINT-DREZERY,,,1 AVENUE DU BERANGE,,
OMe_0076,Ordures ménagères,3,Enterré,Centre Historique,MONTPELLIER,770614.2738,6279596.3215,3 R SAINTE CROIX,,
TS_0805,Tri sélectif,3,Aérien,Millénaire,MONTPELLIER,772945.8586,6279535.7404,15 COUR NEWTON,,
OMe_0182,Ordures ménagères,5,Enterré,Estanove,MONTPELLIER,769628.7432,6278533.0694,20 R MARIA BLANCHARD,,
V_0247,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,770181.0141,6282495.0958,348 AV DU VERT BOIS,91.66666667,20260213132003
BD_0316,Biodéchets,0.24,Abri_bac,Boutonnet,MONTPELLIER,,,7 Avenue Bouisson Bertrand,,
V_0207,Verre,3,Aérien,La Paillade,MONTPELLIER,765845.7544,6281217.0457,40 R MAMA OUATTARA,20,20260213132003
TSe_9065,Tri sélectif,5,Enterré,Port Marianne,MONTPELLIER,773111.9056,6278186.6733,950 AV NINA SIMONE,,
TS_0064,Tri sélectif,3,Aérien,Plan des 4 Seigneurs,MONTPELLIER,769612.2107,6283336.1139,2903 RTE DE MENDE,,
V_0006,Verre,3,Aérien,Sans objet - Hors Montpellier,BAILLARGUES,782596.5214,6285902.3167,1053 Rue du Contrôle,,
V_0996,Verre,3,Aérien,Les Beaux-Arts,MONTPELLIER,770705.7785,6280037.7273,6 QU DU VERDANSON,,
V_0256,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,769441.8794,6281846.9984,19 AV ABBE PAUL PARGUEL,27.22222222,20260213132003
OMe_0005,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,MURVIEL-LES-MONTPELLIER,759328.5544,6278756.1493,22 R DES PLATANES,,
V_0666,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,770306.5916,6270822.9741,11 R DU MARIGNY,29.66666667,20260213132003
TS_0451,Tri sélectif,3,Aérien,Estanove,MONTPELLIER,769250.4799,6277347.1793,1 PL DU VIGAN,,
BD_0421,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,61 Route de Nîmes,,
TSe_0095,Tri sélectif,5,Enterré,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767692.4179,6275373.8712,0 LE FRAISSE,,
BD_0400,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,GRABELS,,,parking jean ponsy,,
BD_0420,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,500 Route de Nîmes,,
V_1122,Verre,3,Aérien,Croix d'Argent,MONTPELLIER,769186.2402,6275992.2621,468 R DE LA MADELEINE,7.88888889,20260213132003
TS_0093,Tri sélectif,3,Aérien,Alco,MONTPELLIER,767343.4594,6280309.4892,4 R DES ROCHES ROUGES,,
BD_0163,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,CASTRIES,,,24 Avenue De La Gare,,
V_0462,Verre,3,Aérien,Aiguerelles,MONTPELLIER,771913.0025,6277683.4331,1358 CHE DE MOULARES,15,20260213132003
TSe_0145,Tri sélectif,3,Enterré,Gambetta,MONTPELLIER,,,,,
TS_0025,Tri sélectif,3,Aérien,Sans objet hors Montpellier,LATTES,773482.4615,6274578.4567,234 AV DE PEROLS,,
OM_0048,Ordures ménagères,3,Aérien,Sans objet hors Montpellier,VENDARGUES,776514.6269,6284316.088,20 IMPASSE DES MILLEPERTUIS,,
TS_0901,Tri sélectif,3,Aérien,Boutonnet,MONTPELLIER,770254.7325,6281251.7475,37 AV DE LA JUSTICE DE CASTELNAU,,
TS_0639,Tri sélectif,3,Aérien,Antigone,MONTPELLIER,772024.7255,6279662.558,34 R DE LA CROIX DU SUD,,
OMe_0021,Ordures ménagères,3,Enterré,Centre Historique,MONTPELLIER,770719.5869,6279260.3076,6 R SAINT PAUL,,
BD_0319,Biodéchets,0.24,Abri_bac,Boutonnet,MONTPELLIER,,,8 Rue des Écureuils,,
TS_0670,Tri sélectif,3,Aérien,Les Hauts de Massane,MONTPELLIER,766533.3873,6281837.8485,25 COUR DES PROVINCES,,
TS_0800,Tri sélectif,3,Aérien,La Martelle,MONTPELLIER,766960.3393,6279467.9789,50 AV DE MONSIEUR TESTE,,
V_0958,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767560.4964,6282126.2757,9999 PL NICOLAS BOILEAU,,
TSe_0128,Tri sélectif,4,Enterré,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773750.8014,6284213.9258,1787 CHEMIN DE CAYLUS,,
TS_0306,Tri sélectif,3,Aérien,Sans objet hors Montpellier,LATTES,772009.2204,6276251,464 CHE DE SAPORTA,,
OMe_0103,Ordures ménagères,4,Enterré,Sans objet hors Montpellier,PRADES-LE-LEZ,770297.8415,6287917.1313,67 R CAMILLE CLAUDEL,,
V_0933,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,774205.4546,6277449.6462,197 CHE DU MAS ROUGE,39.77777778,20260213132003
OMe_0191,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,BAILLARGUES,782406.0443,6285182.5869,296 RTE IMPERIALE,,
TS_0544,Tri sélectif,3,Aérien,Estanove,MONTPELLIER,768801.1151,6278309.529,8 R DE L ESCOUTADOU,,
V_0016,Verre,3,Aérien,Sans objet hors Montpellier,LE CRES,775241.5466,6284026.928,4 R RAYMOND ROGER TRENCAVEL,,
TS_0624,Tri sélectif,3,Aérien,Les Hauts de Massane,MONTPELLIER,766227.0898,6283043.1421,305 AV DU PUECH DE MASSANE,,
V_0513,Verre,3,Aérien,Millénaire,MONTPELLIER,772989.2343,6279446.7732,9999 ALL LOUIS MAZAS,97.44444444,20260213132003
TS_0307,Tri sélectif,3,Aérien,Sans objet - Hors Montpellier,MONTAUD,777152.8231,6294922.691,3 RUE DES MAZES,,
V_0941,Verre,3,Aérien,Sans objet hors Montpellier,CASTRIES,780036.5757,6287909.9851,228 CHE DE LA PIERRE BLEUE,,
BD_0137,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,CLAPIERS,772119.4132,6284370.1231,3 ALLEE DES ECUREUILS,,
V_0658,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,769592.909,6269794.6306,2 R DE L OREE DU LITTORAL,95.66666667,20260213132003
V_0383,Verre,3,Aérien,Les Aubes,MONTPELLIER,771413.4341,6279983.2363,2 R GUY ET ROBERT BOURRIER,,
V_0554,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,774491.5475,6277347.2466,172 AV DU CAP,98.55555556,20260213132003
Ve_0084,Verre,4,Enterré,Sans objet hors Montpellier,JUVIGNAC,764974.0871,6280411.4474,4 R SATURNE,,
OMe_0097,Ordures ménagères,3,Enterré,Centre Historique,MONTPELLIER,770718.8196,6279230.4891,1 PL SAINT ROCH,,
V_0629,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,766173.052,6275285.5821,5 IMP DES LAURIERS,29.22222222,20260213132003
TS_0235,Tri sélectif,4,Aérien,Prés d'Arènes,MONTPELLIER,771045.0945,6276333.6099,321 RUE DU MAS SAINT PIERRE,,
BD_0060,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,COURNONSEC,757246.9691,6272654.2025,2 R BRIOU GARENNE,,
V_0843,Verre,3,Aérien,Sans objet hors Montpellier,COURNONTERRAL,758740.8323,6273720.9452,1 RTE DE PIGNAN,92.44444444,20260213132003
BD_0110,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,LE CRES,775666.4404,6284657.5323,1 IMPASSE RAVEL,,
V_0766,Verre,3,Aérien,La Pompignane,MONTPELLIER,772892.7778,6280675.8659,316 R LOUISE MICHEL,29.66666667,20260213132003
TS_0928,Tri sélectif,3,Aérien,Antigone,MONTPELLIER,772279.9346,6279680.1736,493 RUE DU MOULIN DE SEMALEN,,
V_0547,Verre,3,Aérien,Les Hauts de Massane,MONTPELLIER,766474.9285,6282047.418,61 R DE L AGATHOIS,36.88888889,20260213132003
BD_0367,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,535 Avenue  Montpelliéret dit Paysager,,
OMe_0044,Ordures ménagères,5,Enterré,Figuerolles,MONTPELLIER,770038.0583,6279003.8385,6 PL ROGER SALENGRO,,
V_0780,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767478.4106,6277306.9715,570 CHE DE LA FERMAUDE,27.44444444,20260213132003
TS_0553,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,772216.906,6278597.8989,319 CHE DE MOULARES,,
TS_0629,Tri sélectif,3,Aérien,Les Hauts de Massane,MONTPELLIER,765661.3045,6282597.9576,115 R DE GENES,,
TS_0023,Tri sélectif,3,Aérien,Sans objet hors Montpellier,LATTES,772799.7385,6274526.2461,6 R DE LA PORTE LOMBARDE,,
V_1038,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,768775.2811,6270370.2165,23 R DES PALOURDES,21.88888889,20260213132003
V_0950,Verre,3,Aérien,Les Hauts de Massane,MONTPELLIER,766568.1832,6281934.1112,273 R DE L AGATHOIS,98.66666667,20260213132003
TSe_9055,Tri sélectif,4,Enterré,Croix d'Argent,MONTPELLIER,769256.7556,6276286.5108,728 AV DE LA REGLISSE,,
V_0665,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,769916.7943,6270846.4268,28 BD DU CHAPITRE,18.22222222,20260213132003
TS_0861,Tri sélectif,3,Aérien,Les Hauts de Massane,MONTPELLIER,765565.1881,6282293.2685,377 R D AJACCIO,,
V_0683,Verre,3,Aérien,Sans objet hors Montpellier,VENDARGUES,776993.5961,6286756.1858,9999 CHE DE GUZARGUES,86.44444444,20260213132003
V_0597,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-DREZERY,778014.3945,6292720.2645,1 LOT LOU MIRADOU,,
TS_0645,Tri sélectif,5,Aérien,Les Hauts de Massane,MONTPELLIER,766544.106,6281999.7942,205 COUR DES PROVINCES,,
V_0232,Verre,3,Aérien,Aiguelongue,MONTPELLIER,770998.8695,6282316.7099,1084 R DE L AIGUELONGUE,21.11111111,20260213132003
V_0718,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-BRES,782719.5431,6286623.6356,5973 CAMP DES PLOUMS,,
OMe_0196,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,763269.1562,6279118.1022,8 AV DES JARDINS,,
V_0356,Verre,3,Aérien,La Martelle,MONTPELLIER,767466.3491,6278156.361,9999 PL ANTONIO MACHADO,97.11111111,20260213132003
BD_0366,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,7 Rue du Petit Tinal,,
V_0101,Verre,3,Aérien,Sans objet hors Montpellier,FABREGUES,762004.6255,6273095.6846,5612 AV DE COURNONTERRAL,,
OM_0058,Ordures ménagères,4,Aérien,Croix d'Argent,MONTPELLIER,769230.7839,6277002.7153,3672 BOULEVARD PAUL VALERY,,
BD_0394,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LE CRES,,,2 RUE DES NOISETIERS,,
TS_0106,Tri sélectif,3,Aérien,Antigone,MONTPELLIER,771782.8689,6279753.514,465 AV JEAN MERMOZ,,
TS_0554,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,772118.63,6278386.38,428 R DU MOULIN DES SEPT CANS,,
V_0437,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,770511.531,6282544.2917,1000 AV DU VAL DE MONTFERRAND,30.11111111,20260213132003
V_0764,Verre,3,Aérien,Sans objet hors Montpellier,MURVIEL-LES-MONTPELLIER,759159.6812,6278354.475,316 R JOSEPH DE LA MARTINIERE,44.77777778,20260213132003
OMe_0102,Ordures ménagères,4,Enterré,Sans objet hors Montpellier,PRADES-LE-LEZ,770286.5967,6287920.4386,60 R CAMILLE CLAUDEL,,
BD_0047,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,COURNONTERRAL,757312.0131,6273864.1892,"42, CHEMIN DE TRIVIALE",,
TS_0659,Tri sélectif,4,Aérien,Sans objet hors Montpellier,LATTES,768298.6031,6274233.0835,3 RUE JEAN MERMOZ,,
V_0668,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,769907.0433,6271100.6752,5087 CHE DE L HOPITAL,28.66666667,20260213132003
TS_0951,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,766324.7416,6280828.0541,25 RUE PHILIPPE NOIRET,,
BD_0283,Biodéchets,"0,24",Abri_bac,Les Beaux-Arts,MONTPELLIER,,,rue du curat,,
TS_0191,Tri sélectif,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,770018.2778,6270524.9102,59 LA CAPOUILLERE,,
BD_0120,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,LE CRES,776041.3977,6284711.7979,2 IMPASSE JULES FERRY,,
TS_0047,Tri sélectif,3,Aérien,Les Hauts de Massane,MONTPELLIER,766192.6924,6282010.7068,5 AV GUILHEM DE POITIERS,,
Ve_0146,Verre,3,Enterré,Estanove,MONTPELLIER,769662.1889,6278519.6155,11 R MARIA BLANCHARD,,
OMe_0143,Ordures ménagères,5,Enterré,Aiguerelles,MONTPELLIER,772531.9219,6277930.0571,75 ALL DES CIRSES DE MONTPELLIER,,
TS_0672,Tri sélectif,3,Aérien,Sans objet hors Montpellier,LATTES,771925.8969,6276355.2389,0 CHE DE SAPORTA,,
TS_0556,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,773618.2381,6278953.6227,245 R LE TITIEN,,
V_0651,Verre,3,Aérien,Sans objet hors Montpellier,VENDARGUES,778307.2343,6284338.2499,26 R DE LA CAVE COOPERATIVE,84.22222222,20260213132003
V_0280,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767694.33,6283355.7714,425 R DE LA CROIX VERTE,99.33333333,20260213132003
TS_0206,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768946.5416,6281831.9951,1500 R DU PROFESSEUR JOSEPH ANGLADA,,
BD_0116,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,LE CRES,775532.6787,6284279.4187,30 RUE GEORGES FRECHE,,
BD_0003,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,BAILLARGUES,781364.8478,6284787.3617,8 RUE DU COUSTOULIES,,
V_0301,Verre,3,Aérien,Port Marianne,MONTPELLIER,774096.375,6278592.6641,30 PL DE VENISE,31.55555556,20260213132003
BD_0038,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,MONTAUD,777151.315,6295243.1916,24 R DE LA CLAPISSE,,
TS_0346,Tri sélectif,3,Aérien,Sans objet hors Montpellier,COURNONSEC,757389.0944,6272845.7927,18 R DU STADE,,
V_0786,Verre,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,765352.6634,6279913.2034,19 R DES ALOUETTES,98.11111111,20260213132003
V_0128,Verre,3,Aérien,Aiguelongue,MONTPELLIER,770908.6263,6283677.1525,5154 LE LEZ,92.44444444,20260213132003
V_0173,Verre,3,Aérien,Sans objet hors Montpellier,LE CRES,775587.2772,6285094.2927,9 AV DES CHASSEURS,,
TSe_0144,Tri sélectif,3,Enterré,Centre Historique,MONTPELLIER,,,,,
BD_0266,Biodéchets,"0,24",Abri_bac,Port Marianne,MONTPELLIER,773078.1031,6278167.9951,980 avenue nina simoine,,
BD_0286,Biodéchets,"0,24",Abri_bac,Les Beaux-Arts,MONTPELLIER,,,9 avenue saint-lazare,,
TSe_0151,Tri sélectif,3,Enterré,Croix d'Argent,MONTPELLIER,,,,,
BD_0382,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,Avenue du grenache croisement rue du mistral,,
V_1036,Verre,3,Aérien,Sans objet - Hors Montpellier,BAILLARGUES,780718.9868,6284809.1668,5 rue Jean-Baptiste Calvignac,,
TS_0511,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,766106.8717,6281104.7174,224 R DE CAMBRIDGE,,
V_0667,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,770055.0454,6271011.0096,2 R DU COURLIS,73.66666667,20260213132003
V_0283,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767545.339,6281767.7836,279 R DES JARDINS OMEYADES,33.22222222,20260213132003
TS_0397,Tri sélectif,4,Aérien,Sans objet - Hors Montpellier,GRABELS,,,2 ALLEE DES PLATANES,,
Ve_0161,Verre,4,Enterré,Sans objet - Hors Montpellier,BAILLARGUES,781981.5989,6285945.0782,12 Rue de la Bohème,,
V_0065,Verre,3,Aérien,Sans objet - Hors Montpellier,CLAPIERS,772063.4497,6284765.9142,15 TER RUE DE VENDARGUES,,
TS_0378,Tri sélectif,3,Aérien,Sans objet hors Montpellier,JACOU,774382.2489,6285248.8727,3 R LOU PRADAS,,
